texto,texto_traduzido
"Melhor da cidade. Delícia, bem servido e preço muito justo!","Best in town. Delight, well served and very fair price!"
"Ótimo local.
Para pessoas  celíacas não recomendo pela contaminação cruzada, os molhos com farinha de trigo e as frituras em um óleo só.","Great place.
For celiac people I do not recommend by cross contamination, sauces with flour and fried foods in one oil."
"Péssimo atendimento, garçons com má vontade. Chopp quente no início e no fim fervendo. Não recomendo","Bad service, waiters with ill will. Hot beer at the beginning and boiling end. I do not recommend"
"Excelente, comida maravilhosa. O pudim é um absurdo de gostoso. O garçom Carlos é o ponto alto da casa, totalmente educado e atencioso!","Excellent, wonderful food. The pudding is absurd of tasty. The waiter Carlos is the highlight of the house, totally polite and attentive!"
"Amei a experiência no dia dos namorados, comidas e bebidas excelentes, decoração linda e nos mínimos detalhes, uma noite muito agradável e especial!","I loved the experience on Valentine's Day, excellent food and drinks, beautiful decoration and the smallest detail, a very nice and special night!"
"O atendimento do Carlos Raniel é perfeito, super atencioso, fez nossa experiência ser extraordinária! O Bar é incrível, chopp geladinho e comidinhas deliciosas, estão re parabéns!","Carlos Raniel's service is perfect, super attentive, made our experience extraordinary! The bar is amazing, cold beer and delicious food, are congratulations!"
"Atendimento excelente, comida saborosa, chopp de qualidade e preço justo. Fomos atendidos pelo Rafael e pelo Carlos nota 10","Excellent service, tasty food, quality beer and fair price. We were attended by Rafael and Carlos Note 10"
"Hh realmente com preço justo, mas o atendimento não foi dos melhores, as vezes demoravam para perceber que estavamos chamando (mesmo a casa estando muito vazia) e os drinks também demoravam. Ao final, quando pedi uma água da casa porque já haviamos fechado a conta, o garçom disse que não poderiam dar porque o filtro tava estragado. Contestei e falei que eu tinha direito a uma água da casa, ele disse que ia ver com o gerente e veio falando que realmente não poderia me entregar água da casa porque eles estavam sem água potável, pois o filtro estava estragado e não podiam oferecer da torneira porque caso eu passasse mal o restaurante teria que se responsabilizar. Fiquei me questionando, será que o restaurante realmente deixa os funcionários sem água potável ou entregam garrafinhas de água que estão a venda para os funcionarios beberem sem cobrar? Porque aparentemente, se não respeitam o código do consumidor ao fornecerem ""água da casa"" quando solicitado porque ""o filtro esta quebrado"", devem desrepeitar o trabalhador também. Achei uma palhaçada!!!!","HH really at a fair price, but the service was not the best, sometimes it took time to realize that we were calling (even though the house was very empty) and the drinks took too long. In the end, when I ordered water from the house because we had already closed the bill, the waiter said they could not give because the filter was damaged. I contested and said that I was entitled to a water from the house, he said he was going to see the manager and came saying that he could not give me water from the house because they were without drinking water, because the filter was spoiled and could not offer from Tap because if I was ill the restaurant would have to be responsible. I wondered, does the restaurant really leave employees without drinking water or deliver water bottles that are for sale for employees to drink without charging? Because apparently, if they do not respect the consumer code when they provide ""housewater"" when requested because ""the filter is broken"", they must disregard the worker as well. I found a clowning !!!!"
"Melhor lugar de Goiânia pra comer e beber lugar tem atendimento de primeiro mundo! Tudo serve e diferente, gostoso os aperitivos..humm ! Super recomendo!😃✍️","Best place in Goiânia to eat and drink place has first world service! Everything fits and different, tasty the appetizers..humm! Super recommend! 😃✍️"
Provavelmente muitos já devem ter passado por lá sem fazer ideia do que poderiam encontrar ao entrar..foi o nosso caso..que comida MARAVILHOSA!!! Muita variedade no cardápio. E o preço? Até baixo pela qualidade que entregam. Amamos!!,Probably many may have passed there without having an idea of ​​what they could find when entering ... it was our case..what wonderful food !!! Lots of variety on the menu. It's the price? Even low for the quality they deliver. We love it !!
"Melhores petiscos que já comi !!!
O chef da cozinha é maravilhoso  S2
Já pedi para cadastrar meu ponto pq tô quase todo dia aqui :p","Best snacks I already ate !!!
The chef of the kitchen is wonderful s2
I already asked to register my point because I'm almost every day here: P"
Comida muito boa. Preços bons. Chopp excelente. Gostei muito. Voltarei lá!,Very good food. Good prices. Excellent draft beer. I really liked. I'll be back there!
Não agradavel o rodízio que eles falaram que e rodízio não e não vem nda na mesa o pior que já fui não recomendo,Not pleasant the rotation that they said that it is not and does not come on the table the worst I have ever been to recommend
"Otimo local, Carlos Raniel super atencioso e original, otimas bebidas, indico e retornarei siim, obrigada pela atemçao <3","Great place, Carlos Raniel super attentive and original, great drinks, indicate and will return siim, thanks for the attention <3"
"Gostei da experiência. O local é bonito e tranquilo, a comida é boa e com preço acessível e os atendentes são educados.","I liked the experience. The place is beautiful and quiet, the food is good and with affordable price and the attendants are educated."
Comida muito saborosa! Bebida sempre gelada e serviço muito bom! Recomendo!,Very tasty food! Always cold drink and very good service! I recommend!
"Ambiente agradável, familiar , atendimento excelente, voltarei outras vezes","Pleasant environment, familiar, excellent service, I will be back other times"
"Ambiente agradável, comida divina e o atendimento do Carlos foi impecável!  Com certeza voltarei mais vezes!!!","Nice atmosphere, Divine Food and Carlos's service was impeccable! I will definitely come back more often !!!"
"Ótimo ambiente, comida perfeita, atendimento maravilhoso. Meu lugar preferido em Goiânia ❤️","Great atmosphere, perfect food, wonderful service. My favorite place in Goiânia ❤️"
"Foi maravilhoso, incrível atendimento!!
O Maka é o cara! Agradeço muito à equipe Rafa, Carlos, Fred e nosso Chef Heitor!!
Top! Sempre voltaremos","It was wonderful, amazing service !!
Maka is the guy! Thank you very much to the Rafa team, Carlos, Fred and our chef Hector !!
Top! We will always come back"
"experiência única, atendimento maravilhosa de toda a equipe Brago! principalmente o Maka, Rafa, Carlos, Fred e Heitor! com certeza voltarei sempre!!","Unique experience, wonderful service of the entire BRAGO team! Especially Maka, Rafa, Carlos, Fred and Heitor! I will definitely come back always !!"
Sanduíches demoram muito pra ficar prontos. Tive de pedir uma água 3 vezes para que trouxessem. Cervejas a preços justos.,Sandwiches take too long to get ready. I had to ask for a water 3 times to bring. Beers at fair prices.
"Se melhorar, estraga! Que lugar maravilhoso... Desconheço um restaurante melhor","If you get better, spoils! What a wonderful place ... I don't know a better restaurant"
"Lugar muito bom, comida excelente, o Carlos atendeu a gente muito bem, recomendo!","Very good place, excellent food, Carlos served us very well, recommend!"
"Atendimento foi bem ruim, mas a comida estava muito boa","Service was very bad, but the food was very good"
"Péssima experiência com o atendimento, a comida não posso avaliar pois o pedido nunca chegou!","Bad experience with service, food cannot evaluate because the order never arrived!"
"Maravilhosoooooo, o atendimento do Carlos Raniel é topissimo, cerveja gelada e ambiente muito top","WONDERFUL, CARLOS RANIEL's service is toissimo, cold beer and very top environment"
"Lugar agradável, comida deliciosa e atendimento incrível.","Nice place, delicious food and amazing service."
"Ambiente super agradável, ótima culinária, excelente atendimento e preço acessível.","Super nice atmosphere, great cooking, excellent service and affordable price."
"Excelente bar. Comida maravilhosa, cerveja gelada e atendimento impecável.","Excellent bar. Wonderful food, cold beer and impeccable service."
"Maka maravilhoso, melhor atendimento
Rafa tudo de bao
Carlos ❤️
Fred
Heitor melhor cheff
Equipe incrível, voltarei","WONDERFUL MAKA, BEST SERVICE
RAFA EVERYTHING OF BAO
Carlos ❤️
Fred
Hector Best Cheff
Amazing team, I will be back"
"Fui muito bem atentiva
Obrigada Heitor da cozinha, Mackawly e Isadora
Voltarei mais vezes ♥️","I was very well attentive
Thank you hector of the kitchen, Mackawly and Isadora
I'll be back more often ♥ ️"
"ótimo atendimento, Isadora, mackawly e o cozinheiro Heitor, a comida estava muito boa!!!","Great service, Isadora, Mackawly and the cook Heitor, the food was very good !!!"
"Ambiente tranquilo, boa música, comida boa, cerveja geladissima, atendimento excelente! 👏👏👌","Quiet atmosphere, good music, good food, gersadosima beer, excellent service! 👏👏👌"
"Comida deliciosa, ambiente agradável e ótimo atendimento.","Delicious food, pleasant atmosphere and great service."
"Atendimento excepcional! Jéssica, Bruno e Rafael parabéns pelo atendimento! Comida boa! Chopp diferenciado! Super recomendo!","Exceptional service! Jessica, Bruno and Rafael congratulations on the service! Nice food! Differentiated draft beer! Super recommend!"
Ambiente legal com atendimento bom! Mackawly super simpático e prestativo.,Cool environment with good service! Super friendly and helpful Mackawly.
"Comida deliciosa com custo benefício.
Excelente atendimento 👏👏👏👏","Delicious food with cost benefit.
Excellent service 👏👏👏👏"
"Simplesmente adoro esse lugar , destaque aos driks e a comida 👏👏👏","I simply love this place, highlight the driks and the food 👏👏👏"
Comida deliciosa e atendimento excelente!,Delicious food and excellent service!
Comida boa e preço justo em ótima localização em Goiânia.,Good food and fair price in great location in Goiânia.
"Garçom mackawlyn maravilhoso
Eu AMEI","Wonderful Mackawlyn Waiter
I loved"
"Ótimo atendimento prestado pelo Carlos
, saindo super satisfeita pelo atendimento","Great service provided by Carlos
, leaving super satisfied by the service"
"Bom aténdimento, excelentes petiscos,comida de primeira 👏👏👏","Good until excellent snacks, first food 👏👏👏"
"Melhor equipe! Isadora, Mackawly e Heitor da cozinha!!!","Best team! Isadora, Mackawly and Heitor of the Kitchen !!!"
Gostei muito do ambiente e das comidas,I really liked the environment and food
"meu bar favorito, e com os melhores drinks","my favorite bar, and with the best drinks"
Mackawly arrasouuuuu no atendimento!,MACKAWLY PRADIUUUUU IN THE SERVICE!
Playlist muito boa!!,Very good playlist !!
Recomendo.... experiência ótima,I recommend .... optimal experience
Tudo perfeito,Everything perfect
Simplesmente perfeitooo,Simply Perfecto
"Péssimoooo local. Os Garçons não orienta o tamanho exato e nem a quantidade exata da porção. Porção extremamente pequena. Pediram 50 minutos pra comida ficar pronta e demorou 2 horas pra chegar até a mesa. Pedimos um petisco antes do almoço e o restante do petisco, guarda-napo sujo, copos sujos, ficou na mesa junto com almoço que chegou ocupando a mesa impedindo de almoçar. Está precisando de funcionários capacitados urgente. (E pra piorar tudo o peixe que pedimos veio cheio de escamas).","Lousy Local. The waiters do not guide the exact size or the exact amount of the portion. Extremely small portion. They asked for 50 minutes for food to be ready and it took 2 hours to reach the table. We ordered a snack before lunch and the rest of the snack, dirty guard, dirty glasses, stayed at the table with lunch that arrived by the table preventing lunch. It is in need of urgent trained employees. (And to make matters worse the fish we ordered came full of scales)."
"2 horas pra ser atendida, não tinha jarra pra colocar o suco, quando liberou uma jarra não tinha laranja, 3 garçons pra atender TODO salão, veio um suco de abacaxi, suco não, uma água tingida que mesmo com MUITA sede tive que devolver 😔","2 hours to be answered, there was no jar to put the juice, when released a jar there was no orange, 3 waiters to answer the whole salon, came a pineapple juice, juice not, a dyed water that even with very thirsty I had to return 😔"
"A cerveja estava quente a comida levou mais de uma hora pra ser servida sendo que o ambiente estava vazio e outras mesas ao lado que chegaram depois e pediram as mesmas coisas foram atendidas bem primeiro e quando veio a comida nem sal tinha como se fizesse nas coxas. Não volto mais, até os atendentes ficaram enrolando e fazendo pouco caso, estávamos com convidas de São Paulo pra passarmos vergonha. Pra mim o pouco caso foi a gota, não volto.","The beer was hot the food took more than an hour to be served and the atmosphere was empty and other tables next door that arrived later and asked the same things were met well first and when the food did not have as if it did in the thighs . I don't come back, even the attendants were rolling and doing little case, we were invited by Sao Paulo to be ashamed. For me the little case was the drop, I don't come back."
"Comida muito satisfatória, porções bebidas. Mais o atendimento é caótico, Primeiro queiramos mesa com 6 assentos e somente no interior tinha a possibilidade e era abafado e fechado sem ar condicionado e telha proxima aonde era quente e ventilador apenas, na porta era fresco e corrente de vento sem possibilidade de mesa para 6 pessoas optamos por ficar em cima mesmo ficamos no sol desgradavel fomos para baixo clima quente.
2º Atendimento caótico toda hora uma pessoa te atende esquece as coisas, des de pedir 1 copo e nunca chegar a coisas como conferir o pedido 30 vezes num prazo de 10 minutos. E seguinte acontecimento pedimos com antecedência um peixe ao molho e chegou mais 2 convidados aonde integrou as 6 pessoas e pediram mais uma porção, e acabou que demorou 1 hora para chegar e quando chegou veio 2 porção em uma panela só.
Pelo preços apresentados pelo estabelecimento isso nao deveria acontecer hipótese alguma, atendimento pífio aonde pessoas que recomendei o local e ate propio eu mesmo nao voltarei e ainda fiquei triste por levar pessoas e nao corresponder ao que eu falei do produto.","Very satisfactory food, beverage portions. But the service is chaotic, first we wanted table with 6 seats and only inside it had the possibility and was muffled and closed without air conditioning and next tile where it was hot and fan only, in the door was fresh and wind current without the possibility of table to table 6 people chose to stay on top we got in the disgraceable sun we went down a hot climate.
2nd chaotic service all the time a person answers you forgot things, you ask for 1 glass and never reach things like checking the order 30 times within 10 minutes. And next event we asked for a fish in advance and arrived 2 more guests where it was part of 6 people and asked for another portion, and it turned out that it took 1 hour to arrive and when it arrived 2 portion in one pan.
For the prices presented by the establishment this should not happen any hypothesis, poor service where people I recommended the place and even propio I will not come back and was still sad to take people and not correspond to what I said of the product."
"Pessoal, uma decepção profunda, ficamos 2 horas aguardando um pedido que não foi feito   Muito triste , o pouco caso  dos colaboradores, uma restaurante tão bonito com atendimento tão fraco muito lamentável! É uma pena casa que não tem um gerente responsável, um maître, para receber!😮‍💨 atendimento zero , obs . Sai da casa sem a minha refeição as 15:00hs aff !","Guys, a deep disappointment, we spent 2 hours waiting for a request that was not made very sad, the little case of employees, such a beautiful restaurant with very weak service! It is a pity home that does not have a responsible manager, a maitre, to receive! 😮‍💨 Zero service, obs. Get out of the house without my meal at 15:00 aff!"
"Porções pequenas que não serve nem duas pessoas.
Vem dizendo que serve 3 pessoas; mas, não serve nem duas pessoas.
Reclamei com o garcom e ele foi omisso e pôs a culpa na cozinha.
E o peixe estava cru por dentro.
Fiquei frustrado...
Garçonete péssima no atendimento.","Small portions that do not even serve two people.
It has been saying that it serves 3 people; But it doesn't even serve two people.
I complained to Garcom and he was silent and blamed the kitchen.
And the fish was raw inside.
I was frustrated ...
Poor waitress in service."
Gostaria de fazer ressalva a alguns comentários que vi aqui!!! Algumas avaliações de pessoas que aparentemente criticam e avaliam mal. Fui ao bar pela primeira vez!!! Não conheço os proprietários!!! Aparentemente se trata de uma empresa familiar!!! O anúncio traz “ ambiente informal” Foi isso que foi entregue!!! Pedi arraia e tilápia com catupiry empanados!!! Pratos maravilhosos entregues em tempo razoável de preparo!!! Tempero muito bom!!!! Cerveja estava geladíssima!!! Fui atendido por uma garçonete muito simpática e com uma sorrisão!!! o preço é acessível!!! É possível que em dias de muito movimento ocorra atrasos e queda na qualidade de atendimento e isso ocorre em todo lugar!!! Recomendo!!!,I would like to make a caveat to some comments I saw here !!! Some evaluations of people who apparently criticize and evaluate badly. I went to the bar for the first time !!! I don't know the owners !!! Apparently it is a family business !!! The ad brings “informal environment” was what was delivered !!! I ordered stingray and tilapia with breaded catupiry !!! Wonderful dishes delivered in reasonable preparation time !!! Very good seasoning !!!! Beer was very cold !!! I was attended by a very friendly waitress and with a smile !!! The price is affordable !!! It is possible that on days of movement delays and fall in the quality of service and this occurs everywhere !!! I recommend!!!
"Uma hora e meia pra chegar um combo que eles mesmo oferecem no cardápio. Isso com o restaurante vazio, na parte de baixo só tinham 3 mesas ocupadas. Todos os peixes tem o mesmo sabor de fritura tá igual ou pior que o bar do peixe na av Portugal.","An hour and a half to arrive a combo they themselves offer on the menu. This with the empty restaurant, at the bottom there were only 3 busy tables. All fish have the same flavor of frying is the same or worse as the fish bar at Av Portugal."
"Péssimo. Chegamos 12:45. Pedimos entrada e almoço em menos de 10 minutos. Depois de 1 hora e de várias reclamações fomos informados que não tinha disco de peixe suficiente. Após 2 horas de espera nos enviaram uma porção de batatas que era parte do prato. Veio fria e murcha. Resumo não comemos e fomos embora. O restaurante simplesmente disse que não sabia explicar o que tinha ocorrido.
NÃO RECOMENDO.","Terrible. We arrived 12:45. We ordered entry and lunch in less than 10 minutes. After 1 hour and several complaints we were informed that there was not enough fish disk. After 2 hours of waiting sent us a portion of potatoes that was part of the dish. Cold and withered. Summary we didn't eat and left. The restaurant simply said it could not explain what had happened.
I DO NOT RECOMMEND."
"Demora na preparação do prato. Não recomendo. Garçonete não deu nenhum posicionamento quando falei que estava demorando. Apenas falou que tinha que esperar porque tinha vários na frente. Problema que eu fui o segundo cliente a chegar no restaurante.  Resultado 52 minutos esperando um PF
Fui embora","Delay in the preparation of the dish. I do not recommend. Waiter did not give any positions when I said it was taking. I just said I had to wait because there were several in front. Problem that I was the second client to arrive at the restaurant. Result 52 minutes waiting for a PF
I left"
"Sempre fomos no limas comer e sinceramente, decaiu bastante o atendimento. O arroz e filé de tilápia ainda são muito bons, mas o pirão estava parecendo mais uma massa. O atendimento mudou bastante e está ruim.","We always went to Limas to eat and honestly, decayed the service a lot. The rice and tilapia fillet are still very good, but the pirão was looking more like a mass. The service has changed a lot and is bad."
"Há um ano atrás mais ou menos fui e não tive problema, nas duas últimas vezes que fui, num intervalo de 5/6 meses mudou muita coisa. O atendimento está péssimo, a atendente mal prestava atenção no pedido. Sem contar que demorou 1 hora e 10 min e mesmo assim o pedido não havia chegado. Chegamos no local 13hrs e pedimos, umas 14:15 fomos embora, sem comer pois não estava chegando. E a atendente ""chicleteira"" sem saco nenhum pra atender ninguém. Sei que a comida é boa mas o atendimento e a demora deixaram a desejar.","A year ago more or less I went and had no problem, the last two times I went, within 5/6 months changed a lot. The service is terrible, the attendant was barely paid attention to the request. Not to mention that it took 1 hour and 10 min and yet the request had not arrived. We arrived at 13hrs and asked, about 14:15 we left, without eating because it was not coming. And the ""bubbletral"" attendant without bag to serve anyone. I know the food is good but the service and the delay left to be desired."
"ótimo local, comida perfeita, ambiente familiar e atendimento otimo. super recomendo","Great place, perfect food, family environment and great service. super recommend"
"Para a comida dou 5 estrelas, uma delícia, porém demorou muito, e  o atendimento da moça do caixa foi péssimo, os atendentes nos atendeu muito bem !
Lugar aconchegante, familiar, reservado, limpo, calmo. Recomendo !","For the food I give 5 stars, a delight, but it took a long time, and the service of the cashier was terrible, the attendants answered us very well!
Cozy place, familiar, reserved, clean, calm. I recommend !"
"Fui lá dia 01/04 só os filé de tilápia q ainda tá bom, um pouco sem tempero, o feijão deles não e feijão tropeiro e feijão farinha, o molho verde estava azedo, pirão sem tempero, ali já foi melhor agora deixou a deseja muito, praticamente dinheiro jogado fora nesse dia.","I went there on 01/04 only the tilapia fillet that is still good, a little without seasoning, their beans do not and beans tropeiro and beans flour, the green sauce was sour, pirão without seasoning, there was better now left the desire Much, practically money thrown away that day."
Comida muito boa. Mas o atendimento é péssimo!!!,Very good food. But the service is terrible !!!
"Comida boa, atendimento ótimo. Só não gostei do   som muito alto.Poderia ser mais tranquilo por ser  almoço.","Good food, great service. I just didn't like the sound very high. It could be quieter because it is lunch."
"Pizzas com massas pre aquecida parecendo pizza de padaria
E outra eu nunca vi uma pizzaria de setor comprar dez por cento de serviço de garçom, fiquei indignado não pelos garçons que fazem seu trabalho mais sim pelo fato de uma pizzaria pequena cobrar essa taxa.","Pizzas with preheated pasta looking like bakery pizza
And another I have never seen a sector pizzeria buy ten percent waiter service, I was outraged not by the waiters who do their work more because a small pizzeria charge this fee."
Péssimo atendimento.  Esperei 2 horas e não me entregaram o pedido. Perguntei por 3 vezes! Na última disseram que meu prato tinha sido entregue em outra mesa e pior que fariam outro em 10 minutos. Ou seja esperei 2 horas por um prato que leva 10 minutos para ser preparado e ainda não conseguiram entregar. Atendimento horrível!,"Terrible attendance. I waited 2 hours and did not give me the order. I asked 3 times! At last they said my plate had been delivered to another table and worse than they would do another in 10 minutes. In other words, I waited 2 hours for a plate that takes 10 minutes to be prepared and have not yet been able to deliver. Horrible service!"
"Nossa a primeira vez aqui,mas é horrível,comida, atendimento... picanha não tem nada de picanha só a gordura e dura, filé de tilápia estava só o sal porção da mal pra uma pessoa..Enfim no final com um gasto de quase duzentos reais,um desconto de dez reais... não dá não recomendo","Wow the first time here, but it's horrible, food, service ... Picanha has nothing picanha just fat and hard, tilapia fillet was just the salt of evil to a person. almost two hundred reais, a discount of ten reais ... You can't recommend"
Péssimo atendimento ! Fiquei 1:30 e não fizeram meu pedido ! Fui embora com fome sem almoçar ! Um lixo !,Terrible attendance ! I was 1:30 and did not order! I left hungry without lunch! A trash !
"cheguei na casa ainda vazia , pedi um prato , esperei 1.10 hrs e
Nada   , fui reclamar falaram que por ser grelhado demora mesmo.","I arrived at the house still empty, ordered a dish, waited 1.10 hrs and
Nothing, I went to complain that because it was grilled it takes time."
"O que falar desse lugar sensacional 😍❤️

O peixe frito é uma delícia, ótimas porções e preço justo.

Melhor lugar!!","What to talk about this sensational place 😍❤️

The fried fish is a delight, great portions and fair price.

Best place!!"
Comida péssima. Peixe com mal cheiro. Feijão tropeiro seco e sem graça. Porção de peixe minúscula. Qualidade caiu absurdamente,Terrible food. Fish with bad smell. Dry and dull tropeiro beans. Portion of tiny fish. Quality fell absurdly
"Um das melhores porções de peixe de Goiânia, bem servida, saborosa, local amplo, bom preço e bom atendimento. Infelizmente não tem estacionamento, se o local estiver cheio, fica complicado achar lugar pra estacionar, tirando isso, muito bom, indico a qualquer pessoa, a porção de arraia é muito gostosa, peçam.","One of the best portions of Goiânia fish, well served, tasty, ample place, good price and good service. Unfortunately there is no parking lot, if the place is full, it is complicated to find a place to park, taking it very good, I indicate to anyone, the stingray portion is very tasty, ask."
"Fizemos o pedido assim que chegamos . O local estava vazio
Chegaram varios casais e o mesmo garçon atendeu . Chegou o almoço de tds . Qd reclamei ele viu q não tinha passado pra cozinha e disse que a culpa não era dele","We placed the request as soon as we arrived. The place was empty
Several couples arrived and the same waiter answered. The TD lunch arrived. When I complained he saw that he had not passed to the kitchen and said it was not his fault"
"Péssima experiência para entregar, primeiro que passam um valor e quando entregam é outro e a demora mais de 3 horas, primeira e última vez que peço comida nesse local, muito decepcionada.","Bad experience to deliver, first they spend a value and when they deliver it is another and the delay more than 3 hours, first and last time I ask for food in this place, very disappointed."
"Já foi muito bom, atualmente após mudar de dono a qualidade caiu bastante e o tamanho das porções diminuíram. Uma pena, era um lugar sensacional.","It was already very good, currently after changing the quality the quality fell a lot and the size of the portions decreased. A pity, it was a sensational place."
"Pra ficar ruim tem que melhorar de mais
Peixe esquentado de dias anteriores
Arroz queimado
Melhor comer no restaurante da prefeitura a 1 real que jogar seu dinheiro fora!!!!!!! Péssimo","To be bad you have to improve more
Heated fish from previous days
Burnt rice
Better to eat at the City Hall Restaurant at 1 Real than to throw your money away !!!!!!! Terrible"
"Péssimo atendimento, Mais de 2 horas esperando um prato👎 Tem que melhorar muita coisa","Bad service, more than 2 hours waiting for a dish👎 has to improve a lot"
"Comida maravilhosa! Melhor peixe que já comi😍
Já o ambiente deveria ser melhorado, principalmente a parte de dentro do estabelecimento, pois toda vez que eu chego já está cheio lá fora, aí eu tenho que entrar. E lá dentro é muito quente e não possui nada, nem ventilador que possa ser ligado...
Mas fora isso, sempre volto, pois a comida é muito boa!","Wonderful food! Best fish I have ever eaten
Already the environment should be improved, especially the inside of the establishment, because every time I arrive is already full outside, then I have to enter. And inside it is very hot and has nothing, no fan that can be turned on ...
But other than that, I always come back, because the food is very good!"
"Péssima,garçonete não sabe quem atende primeiro ,comida não vem como no cardápio,e falta de educação imensa da gerente,demora muito .","Bad, waitress does not know who serves first, food does not come as in the menu, and lack of immense education of the manager, takes a long time."
"O peixe é o Arroz estava maravilhoso!! Mas deixou a desejar o Alface que veio sujo,cheio de terra..a atendente super mau educada..a moça que estava no caixa fez pouco caso da cara da gente,diante da reclamação da Alface....","The fish is the rice was wonderful !! But left to be desired the lettuce that came dirty, full of land..The super badly educated attendant..The girl who was in the cashier made a little case of our face, in the face of the complaint of lettuce ...."
"Porções bem servidas e com preço justo.
Bom atendimento.
Podiam ter um espaço kids.
Banheiro feminino precisa de manutenção .","Well served portions and at fair price.
Good service.
They could have a kids space.
Women's bathroom needs maintenance."
"O ambiente está e reforma, o período de espera é muito grande, já a comida é muito boa...","The atmosphere is and renovation, the waiting period is very large, while the food is very good ..."
Muito ruim atendimento cerveja quente garçon numa preguissa,Very bad service hot beer waiter in a nail
Cozinha não funciona vc pede um prato demora imensa tá fraco já foi bem melhor abre dono proprietário,Kitchen does not work you ask for a dish immense delay is weak already was much better open owner owner
Muito bom  atendimento  o Lima e um dos melhores. Parabéns pelo seu trabalho. ⁸,Very good service Lima is one of the best. Congratulations for your work. ⁸
"Bar inusutado, super indico comida deliciosa","Unusual bar, super indicate delicious food"
"Pedi  uma porção de tucunare em postas, só veio cabeça...","I ordered a portion of tucunare in slices, only came head ..."
"Atendimento ruim, demora na entrega dos pedidos!","Bad service, delay in delivery of orders!"
"Muito bom muitas variedades, um peixe maravilhoso","Very good many varieties, a wonderful fish"
Atendimento péssimo. Não compensa.,Terrible service. It doesn't pay.
Como de costume o tempero e perfeito!,As usual the spice is perfect!
"Fui comemorar o dia das mães lá (só eu e minha mãe), estava bem cheio. O ambiente é muito bom, o atendimento é excelente. Pedimos preparo de Cozumel e água com gás e um petisco, pipoca de frango; estava uma delícia, bem sequinho, o molho de queijo bem bom. Depois pedimos um suco de laranja e um de acerola e uma panelinha de carne de sol. Tudo muito bom. Recomendo!","I went to celebrate Mother's Day there (only me and my mother), it was very full. The environment is very good, the service is excellent. We ask for cozumel and gas with gas and a snack, chicken popcorn; It was a delight, very dry, the very good cheese sauce. Then we ordered an orange juice and an acerola and a pan of sun meat. All very good. I recommend!"
"Pior experiência com restaurante que tive em toda minha vida. Sempre fui a este bar e sempre a comida foi saborosa e rápida. Sempre gostei, mas hoje não sei o que houve, pois ficamos extremamente desapontados. Esperamos definitivamente 2:30hrs por um prato simples. O restaurante estava vazio! A comida chegou fria, afogada em óleo e com a carne mais dura que a cadeira que estávamos sentados (era filet mignon). O molho da massa parecia extrato de tomate sem cozinhar e estava intragável. O preço foi um absurdo e a qualidade horrenda. Um PF popular daria uma aula de requinte e sabor pra essa experiência. O que “salvou” o dia foi a gentileza e bom serviço da garçonete que estava nitidamente constrangida com a má qualidade de tempo e apresentação dos pratos mas bastante profissional e sorridente, tentando ajudar ao máximo. Enfim, um grande trauma culinário! Pretendo nunca mais retornar.","Worst experience with a restaurant I had in my life. I always went to this bar and always the food was tasty and quick. I always liked it, but today I don't know what happened, because we were extremely disappointed. We definitely expect 2: 30hrs for a simple dish. The restaurant was empty! The food arrived cold, drowned in oil and the hardest meat than the chair we were sitting (it was Filet Mignon). The pasta sauce looked like tomato extract without cooking and was unpalatable. The price was absurd and the horrendous quality. A popular PF would give a refinement and taste class for this experience. What ""saved"" the day was the kindness and good service of the waitress who was clearly embarrassed by the poor quality of time and presentation of the dishes but quite professional and smiling, trying to help the best. Anyway, a great culinary trauma! I never intend to return."
"Comida fria, demora no atendimento
Única coisa que prestou foi o suco de
Limão sem açúcar, pois onde maracujá parecia melado 😔","Cold food, delay in service
Only thing it provided was the juice of
Lemon without sugar, because where passion fruit looked luscious 😔"
Ótimo lugar. Comida boa e cerveja gelada. O atendimento é rápido e os garçons são bem educados. O preço dos pratos e petiscos também são bons. Gosto muito de ir almoçar no sábado e a tarde tem uma musiquinha ao vivo muito boa e não paga couvert.,Great place. Good food and cold beer. The service is fast and the waiters are well educated. The price of dishes and snacks are also good. I really like going to lunch on Saturday and the afternoon has a very good live song and does not pay cover.
"Ambiente agradável, ótimo atendimento. Banheiro limpo.  O que experimentamos estava muito gostoso. Preço justo.","Nice atmosphere, great service. Clean bathroom. What we experienced was very tasty. Fair price."
